from,to
x0670adfff2722ed1df45b12329ce35c77b62f652,xae354529fd3d5f0eb011b66eb741fc0965bd90c1
x124ee858516114b5bc10e15a7da832fb87287af3,x23690d5be941fdf2573fad8cfec3fdef26805f9a
x124ee858516114b5bc10e15a7da832fb87287af3,xdcf411429b7c41c49409ddb14d87267ebdf74289
x0a6f1be74daab2b75588b46699c48b2e3d6f84f7,x5c6046b9531a64928d4e7fb974f390d757ef8c7f
x0bd1454fa01dd11bf6646bf8bc17a3e48fda3734,x8167552cf7bf7bc9e36e61107c0ee34a530c209f
x0bd1454fa01dd11bf6646bf8bc17a3e48fda3734,x8167552cf7bf7bc9e36e61107c0ee34a530c209f
x0d6be42850c9e23861b5196d53858b1a1069302b,xb4d120d8d5547fb9e5e92c244d71d38479b8ff8c
x10d139caf0ea7047da9f2cb2548b02fa74eee990,x707484df395ca7ba2d55c4ff1f325ce2683175a5
x10d139caf0ea7047da9f2cb2548b02fa74eee990,x707484df395ca7ba2d55c4ff1f325ce2683175a5
x0c610723adf4bd45fb8737a21ab6c56187c56020,x07810bbf5117179326d716845912a927d2e6a1ce
x15c36499a91f54be8ef4e6f25018ce2d51a61599,x39c38a9f610ddda9cf70567cff0daa9372bc10ff
x079ed8696caec3b821a25f500e4629bb33b48acd,xd85c4bf66a198f75eef950e65dafd08161e63e72
x079ed8696caec3b821a25f500e4629bb33b48acd,xd85c4bf66a198f75eef950e65dafd08161e63e72
x079ed8696caec3b821a25f500e4629bb33b48acd,x12d2ef5078d4d8b97985279b9a0f08bf09b68d25
x079ed8696caec3b821a25f500e4629bb33b48acd,x691a9ae3d2891b70244750db008303e4f0c7b3cd
x079ed8696caec3b821a25f500e4629bb33b48acd,xf8afe98ac368afac3a0cb079aee2218fa95c27c1
x001261fa12f04dc94d0a81c2e994d7773b1645ac,x0395b42512e4a3bea35a02067812e96f89f48ee8
x001261fa12f04dc94d0a81c2e994d7773b1645ac,x0395b42512e4a3bea35a02067812e96f89f48ee8
x0fb0ce4b83a2f5553af2935714f67f5fb56260c2,xd2cd5774af4a4588e3f520a174d64d73a081d96a
x0fb0ce4b83a2f5553af2935714f67f5fb56260c2,xd2cd5774af4a4588e3f520a174d64d73a081d96a
x0ce2f37534583abe28d328f09bd0b938ccac976d,x4ef416aa741053b5f3968900379df2e3d0229065
x01d36303366ee9e94c3cfed0c9dd41857d6f644d,xc3be3e7d9cad516305b195a70495d9742be57fce
x04107554a39df0291958344765546060b0e512fe,x66fc23fa522cd26157c9c548fdf2a36fd6041f62
x04107554a39df0291958344765546060b0e512fe,x66fc23fa522cd26157c9c548fdf2a36fd6041f62
x04107554a39df0291958344765546060b0e512fe,x66fc23fa522cd26157c9c548fdf2a36fd6041f62
x0df25b514d08a93645c2156a864f21e0026f3c45,xefed16f435bae83121d5f297c80127ae03f0af1e
x0df25b514d08a93645c2156a864f21e0026f3c45,xefed16f435bae83121d5f297c80127ae03f0af1e
x10d536831d43f1a8fcce39dbda2f9928033db1d6,xa2d76b3059361b188b86e4d50b14dad18df2bb52
x0ffb49827cdf0d398970919a37e0218a9f01509c,xa73adaae3c6924977f9950212b688558c87b65bb
x0d197af1768ebc557638b0b671872d9f250c8162,xa81dd4c20430b018d1f5f475d303e453cb10ce1d
x0e03132f90c06c8f367e84fa76753eebe8a22e0f,x86a14237c7a1029da106fd543edae1649272b23e
x17536d09f0668d10b13ec84d07ebcf742ee1ecdf,xd3d07da43bc0057be24a7cb2057ff531379976fd
x17536d09f0668d10b13ec84d07ebcf742ee1ecdf,xd3d07da43bc0057be24a7cb2057ff531379976fd
x0a90197ac62174ed28d749d6ef193c264719fe5f,xdd59cfee52d16814e33ef7050b36198440104313
x07bcd6f6b02740cef6947fec235e2306558bc685,xb462106d3350d24c1b61de437d3c7925e95f81b2
x07bcd6f6b02740cef6947fec235e2306558bc685,xb462106d3350d24c1b61de437d3c7925e95f81b2
x08501eb494edc6187cfc0e4c862b508ef6ebabf2,xe8e2a17d5f9b505b24af84755ca16e7463808659
x03fcc71bc24f4bdd31813b1491b916a20c690591,x94054865f83f9df3fae7d4b8e6b08b7ff420b0e2
x0bb9fb927a1ada02876eb55e4c0ceac49d5deb5a,x02827bb88144b4943030b25e373667cd11eb5889
x0c6ba975c4ec53f73a6ad4ca159a7fe2989e9c2b,x84e2810dae034d7d8aa6918c3c5a4eca6c5f706f
x0605a39ab774c3de2c70de34e54a261ff431fe9f,xc4e1ee9834bae0bf389fa52157d1c58e9c3a6706
x01ec4a63e8bd579e1a2cea4763cf3a5da5e48e8b,xb9f90aea17e59e682fcb5167fb7da6f0fd9d2632
x01ec4a63e8bd579e1a2cea4763cf3a5da5e48e8b,xadfeeeaf5dcb76e28d4137706d92fa4a76d8a0a5
x01ec4a63e8bd579e1a2cea4763cf3a5da5e48e8b,x89719bf149967b9305847ded39393bc3b44be203
x01ec4a63e8bd579e1a2cea4763cf3a5da5e48e8b,x866fdcfb71de6b584eb8310a3b04fae7ecafb1fd
x01ec4a63e8bd579e1a2cea4763cf3a5da5e48e8b,x3fed016f04343ecdb8c7920d6aec8d415e2080b2
x01ec4a63e8bd579e1a2cea4763cf3a5da5e48e8b,x074a8adeb96ef74ae82a6377c8085106f014989c
x01ec4a63e8bd579e1a2cea4763cf3a5da5e48e8b,x95b0b7670d2ab9d71048197774f1cc6a5299d33c
x0180e824fcaf1af678601e1392196608a1a3431f,xd5fc71c4806513a77cebd746893753fedfdb4759
x02087c01ccef6a6eecbf6c6918302d3290a021ed,xa2cf014a5898d8def44ff44f174b6aa7b9df9b75
x02087c01ccef6a6eecbf6c6918302d3290a021ed,xa2cf014a5898d8def44ff44f174b6aa7b9df9b75
x0b1dc941e351bbf5b25e06db9a98040c9f366b19,xe8979d125bb966b7998fc46e5a19e3a07da491c9
x0d0bd6469be80d57893cf1b21434936dfaa35319,x33553d83a0bb27f10fd2cda9ce3c53f83f325dd6
x1202f7681ceec46f5e724cf75e17a9025b6bf528,xe33a292adf5382de124be7bf090033df6da494a1
x0f5112ef2686befe40b05595a3dd235c961d3712,x3f288043aba37c021b30cdb4a98921e51f56e4a0
x0f5112ef2686befe40b05595a3dd235c961d3712,x8202c94a144837693d529b9a6f1cc52d25657089
x07b3e12359a738171e2872f4db665fe91bcbadbe,x536a32e1448cc9e8910d319d8d4639abfb13fbd9
x07b3e12359a738171e2872f4db665fe91bcbadbe,xa03452aa81db3ffeda7981e96e6c288df3df886f
x07b3e12359a738171e2872f4db665fe91bcbadbe,x37abdc623bffab4f1a09730c054afeffe67cf444
x07b3e12359a738171e2872f4db665fe91bcbadbe,x93fe403ae320964ff5fc187edbeddb62fb15ded4
x07b3e12359a738171e2872f4db665fe91bcbadbe,x536a32e1448cc9e8910d319d8d4639abfb13fbd9
x07b3e12359a738171e2872f4db665fe91bcbadbe,x2aa1211e05fece7e8f54bf6a1ce8585b138f0c43
x07b3e12359a738171e2872f4db665fe91bcbadbe,xd0b94f195912ef7cf4884c3384afd24aaae70b69
x07b3e12359a738171e2872f4db665fe91bcbadbe,x6c7b17d5b0b9c016541ba512b0003aa0fe194978
x07b3e12359a738171e2872f4db665fe91bcbadbe,xf40ad360e65f22f5b75daa5d70ce2d72a4e5b79a
x07b3e12359a738171e2872f4db665fe91bcbadbe,x4c40f3d4478e4372c7571eaff539ca609f4fcd75
x07b3e12359a738171e2872f4db665fe91bcbadbe,x6578e0323263ef06eeb5db02c84281f28d5cd511
x07b3e12359a738171e2872f4db665fe91bcbadbe,x7b955b7ab53a7a2e8a78d898dda64bae85f68818
x07b3e12359a738171e2872f4db665fe91bcbadbe,x7b955b7ab53a7a2e8a78d898dda64bae85f68818
x07b3e12359a738171e2872f4db665fe91bcbadbe,x37abdc623bffab4f1a09730c054afeffe67cf444
x07b3e12359a738171e2872f4db665fe91bcbadbe,xd2ea42a69287a0a1bacd9259fbbd61a5db977248
x07b3e12359a738171e2872f4db665fe91bcbadbe,x536a32e1448cc9e8910d319d8d4639abfb13fbd9
x07b3e12359a738171e2872f4db665fe91bcbadbe,xaf1c058cc0edfd1e87774e53c14941d8d7a7d9d7
x07b3e12359a738171e2872f4db665fe91bcbadbe,x37abdc623bffab4f1a09730c054afeffe67cf444
x07b3e12359a738171e2872f4db665fe91bcbadbe,x6523a1b0cead2d4ba47de948c736a0ad07e84815
x07b3e12359a738171e2872f4db665fe91bcbadbe,xa03452aa81db3ffeda7981e96e6c288df3df886f
x07b3e12359a738171e2872f4db665fe91bcbadbe,x536a32e1448cc9e8910d319d8d4639abfb13fbd9
x07b3e12359a738171e2872f4db665fe91bcbadbe,xaf1c058cc0edfd1e87774e53c14941d8d7a7d9d7
x07b3e12359a738171e2872f4db665fe91bcbadbe,xaf1c058cc0edfd1e87774e53c14941d8d7a7d9d7
x07b3e12359a738171e2872f4db665fe91bcbadbe,x536a32e1448cc9e8910d319d8d4639abfb13fbd9
x07b3e12359a738171e2872f4db665fe91bcbadbe,x37abdc623bffab4f1a09730c054afeffe67cf444
x07b3e12359a738171e2872f4db665fe91bcbadbe,x6523a1b0cead2d4ba47de948c736a0ad07e84815
x07b3e12359a738171e2872f4db665fe91bcbadbe,xa03452aa81db3ffeda7981e96e6c288df3df886f
x07b3e12359a738171e2872f4db665fe91bcbadbe,x536a32e1448cc9e8910d319d8d4639abfb13fbd9
x07b3e12359a738171e2872f4db665fe91bcbadbe,x6523a1b0cead2d4ba47de948c736a0ad07e84815
x07b3e12359a738171e2872f4db665fe91bcbadbe,xa03452aa81db3ffeda7981e96e6c288df3df886f
x07b3e12359a738171e2872f4db665fe91bcbadbe,x37abdc623bffab4f1a09730c054afeffe67cf444
x07b3e12359a738171e2872f4db665fe91bcbadbe,x536a32e1448cc9e8910d319d8d4639abfb13fbd9
x07b3e12359a738171e2872f4db665fe91bcbadbe,x6523a1b0cead2d4ba47de948c736a0ad07e84815
x07b3e12359a738171e2872f4db665fe91bcbadbe,xaf1c058cc0edfd1e87774e53c14941d8d7a7d9d7
x07b3e12359a738171e2872f4db665fe91bcbadbe,x37abdc623bffab4f1a09730c054afeffe67cf444
x07b3e12359a738171e2872f4db665fe91bcbadbe,xa03452aa81db3ffeda7981e96e6c288df3df886f
x07b3e12359a738171e2872f4db665fe91bcbadbe,x6523a1b0cead2d4ba47de948c736a0ad07e84815
x07b3e12359a738171e2872f4db665fe91bcbadbe,xaf1c058cc0edfd1e87774e53c14941d8d7a7d9d7
x07b3e12359a738171e2872f4db665fe91bcbadbe,x536a32e1448cc9e8910d319d8d4639abfb13fbd9
x07b3e12359a738171e2872f4db665fe91bcbadbe,x6523a1b0cead2d4ba47de948c736a0ad07e84815
x07b3e12359a738171e2872f4db665fe91bcbadbe,x37abdc623bffab4f1a09730c054afeffe67cf444
x07b3e12359a738171e2872f4db665fe91bcbadbe,xa03452aa81db3ffeda7981e96e6c288df3df886f
x07b3e12359a738171e2872f4db665fe91bcbadbe,x536a32e1448cc9e8910d319d8d4639abfb13fbd9
x07b3e12359a738171e2872f4db665fe91bcbadbe,xaf1c058cc0edfd1e87774e53c14941d8d7a7d9d7
x07b3e12359a738171e2872f4db665fe91bcbadbe,xa03452aa81db3ffeda7981e96e6c288df3df886f
x07b3e12359a738171e2872f4db665fe91bcbadbe,x37abdc623bffab4f1a09730c054afeffe67cf444
x05d0d74a424c3b9f8e97ec609b69ecb59baab23f,x93a07b7a443671317241f4a49799b7150ae429d7
x05d0d74a424c3b9f8e97ec609b69ecb59baab23f,xea3b4893789e4c0edcb62544af81d466f438772f
x0273455e1d9c8b8f311a65d45e605978e57c8887,xa3a6617418a491e517b97956662c1a3fc2e62a10
x0e0833ce5eddde85613d030d8066b01dfa21f2d2,x2129746132de3873ed541e239a21730008b2b6fa
x0db410aec3ffb38b4d5daacb77ab306a0d9f61fd,x151e17b0215366032949fe070d51ca92df747372
x0641f2f9bbe19b5f50d8de06d35582aff4602655,x40208d67c27efbb8200cee256ba9aa83be4ca62b
x0641f2f9bbe19b5f50d8de06d35582aff4602655,x3f77feda85d64b7170c656d6e8a5150d40640127
x0944c2104dc777280bbf6de8bbd550bd815a66ac,xcf3a4a0dda2e5d94ef6d30d218cff62252c32cd1
x16c57434e77f6f5074f58d1dcf3aa9bb8c9af094,x7829ab80e72fd64031f8d943ba1a43275afd91fa
x16c57434e77f6f5074f58d1dcf3aa9bb8c9af094,x1cd899a946fd3ed99b26e6212672b00f67d83632
x16c57434e77f6f5074f58d1dcf3aa9bb8c9af094,x05f6db112b19d219233a4212b12f2dfe247f43a8
x1282ebd197c517ceae20edff19b01a5d0d436212,xe7c024048db19b5dc1a0f496b166d44e9bd368e4
x1282ebd197c517ceae20edff19b01a5d0d436212,x0ea43b74bb1bfaf2379e724c68f6320a81a2b1cb
x1282ebd197c517ceae20edff19b01a5d0d436212,x513e1d4b806f20baf87e3fa284c072369d04d8d7
x1282ebd197c517ceae20edff19b01a5d0d436212,x0ea43b74bb1bfaf2379e724c68f6320a81a2b1cb
x1282ebd197c517ceae20edff19b01a5d0d436212,x0ea43b74bb1bfaf2379e724c68f6320a81a2b1cb
x13954d06057de47bb528352dc960431a7ce4b1cb,x144c2ebb31f340c66a426bab89aabc93e00c794a
x13954d06057de47bb528352dc960431a7ce4b1cb,xc2b0b908014009d2acf38f8f5a3aa9a741ed4a63
x13954d06057de47bb528352dc960431a7ce4b1cb,x6ac40a618d5e0ff93d19bf3be24c9c5f08e8959f
x0764b980e6b5611320a15534b368c4624742d163,x273a15f8f3cbd7cd787a98028492907ee41f7da4
x0ee951bc9d1b10afbf073bf246cce7d14346f652,x6b93c8e668481c3ca0eff17ea85db48b88b4f3f8
x0ee951bc9d1b10afbf073bf246cce7d14346f652,xa85fa88aecbffd301c382b3e87efd87c7d79d656
